# M  ─ 行:转速(rpm), 列:扭矩(Nm), Thet=45°
,0,41,82,122,163,204,245,286,327,367
500,0.0,0.12651028484042046,0.16454469709897737,0.20291815407631844,0.24278363221932053,0.2875618880243063,0.3388592430849477,0.40014961976789054,0.47798680979138547,0.579318376024724
1333,0.0,0.33737071492000215,0.43879778537689085,0.5411298808386957,0.6474401046707431,0.7668484299656084,0.9036488483234928,1.0671034117011302,1.2746841149180772,
2167,0.0,0.5482307173465886,0.7130502568357661,0.8793406161244028,1.05209502817413,1.2461333401878067,1.4684350208200556,1.7340536319713051,2.071376303449989,
3000,0.0,0.7590623519418267,0.9872690046988194,1.2175105797360146,,,,,,
3833,,,,,,,,,,
4667,,,,,,,,,,
5500,,,,,,,,,,
6333,,,,,,,,,,
7167,,,,,,,,,,
8000,,,,,,,,,,
